"code","date","instance","message","path","payload"
"400","22/9/2023 21:37:59.183","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","29/7/2023 10:48:44.604","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","19/3/2023 13:45:15.577","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","29/3/2023 01:47:31.581","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","13/12/2023 07:09:43.999","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","16/11/2023 17:41:31.466","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","8/3/2023 08:28:45.231","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","14/6/2023 00:17:16.792","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","4/1/2023 06:01:08.239","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","22/11/2023 13:03:51.775","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","12/9/2023 02:11:00.759","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","8/8/2023 13:56:30.529","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","29/5/2023 19:05:25.057","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","19/6/2023 09:06:52.734","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","9/5/2023 08:05:57.865","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","2/8/2023 12:21:58.744","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","30/11/2023 03:56:52.567","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","2/10/2023 03:20:50.345","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","13/4/2023 07:56:13.881","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","28/8/2023 08:37:26.639","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","26/7/2023 05:55:07.581","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","6/8/2023 14:24:01.608","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","12/2/2023 20:41:10.062","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","17/8/2023 20:59:35.224","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","28/7/2023 13:15:11.933","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","8/12/2023 09:37:16.799","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","12/4/2023 06:16:35.596","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","7/2/2023 05:16:42.71","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","4/3/2023 05:30:19.396","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","11/12/2023 21:17:39.702","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","13/12/2023 01:50:27.088","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","28/2/2023 20:08:39.402","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","28/4/2023 18:40:45.477","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","24/5/2023 17:42:26.518","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","14/6/2023 02:29:21.964","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","9/2/2023 03:17:07.586","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","9/1/2023 16:25:51.051","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","28/10/2023 13:20:39.576","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","18/5/2023 18:10:44.899","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","10/3/2023 23:29:10.846","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","19/5/2023 06:06:25.072","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","24/11/2023 04:06:53.594","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","8/8/2023 13:49:06.682","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","29/1/2023 07:13:30.638","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","21/8/2023 02:16:29.683","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","21/10/2023 17:09:13.21","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","3/5/2023 09:37:37.731","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","6/3/2023 01:40:03.353","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","8/10/2023 12:05:17.375","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","1/7/2023 23:59:22.989","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","29/3/2023 15:51:17.163","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","15/11/2023 11:21:31.466","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","1/3/2023 21:20:58.81","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","28/12/2023 14:14:15.621","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","31/10/2023 23:43:14.048","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","11/10/2023 03:15:24.341","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","11/3/2023 23:06:17.794","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","30/1/2023 05:09:31.691","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","31/1/2023 01:56:17.483","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","4/7/2023 07:57:19.895","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","7/6/2023 23:34:34.736","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","18/9/2023 05:48:25.102","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","11/11/2023 06:33:46.262","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","21/7/2023 09:16:27.069","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","11/5/2023 18:58:54.499","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","5/11/2023 16:39:14.386","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","16/3/2023 09:04:13.038","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","17/10/2023 19:45:13.287","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","2/9/2023 23:30:03.618","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","3/1/2023 01:32:05.581","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","12/12/2023 09:08:30.603","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","16/10/2023 09:36:45.988","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","30/11/2023 01:10:51.482","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","30/12/2023 03:05:27.595","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","13/7/2023 01:13:13.614","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","11/2/2023 22:23:34.804","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","17/11/2023 01:30:09.887","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","8/8/2023 08:01:07.92","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","18/8/2023 09:46:54.555","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","26/2/2023 03:44:39.862","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","31/8/2023 21:05:20.128","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","13/12/2023 14:20:52.684","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","15/10/2023 22:47:33.453","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","24/3/2023 17:21:26.652","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","18/4/2023 16:46:16.761","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","9/10/2023 05:06:52.888","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","24/7/2023 23:22:48.089","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","10/9/2023 23:40:10.315","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","19/1/2023 20:45:31.377","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","15/12/2023 13:57:28.603","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","13/5/2023 03:44:03.586","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","14/8/2023 01:36:34.272","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","18/8/2023 12:34:04.531","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","5/4/2023 07:52:25.554","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","3/6/2023 03:40:58.082","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","7/4/2023 16:40:24.327","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","20/3/2023 21:19:08.069","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","18/4/2023 00:50:27.373","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","13/3/2023 22:58:56.547","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","28/6/2023 02:48:33.931","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","13/8/2023 14:03:43.774","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","13/9/2023 04:00:40.155","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","18/8/2023 12:31:50.685","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","21/5/2023 06:37:46.374","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","10/10/2023 10:30:56.21","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","19/6/2023 01:48:30.973","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","8/8/2023 04:52:41.352","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","10/8/2023 23:58:27.012","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","24/3/2023 23:13:47.374","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","18/11/2023 09:09:00.865","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","10/9/2023 13:50:36.421","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","17/9/2023 12:50:43.145","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","28/4/2023 11:10:09.882","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","29/7/2023 05:02:06.132","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","16/4/2023 20:10:09.256","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","29/12/2023 06:46:08.736","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","8/6/2023 11:30:40.97","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
"400","23/2/2023 22:39:10.669","consultas","No se han encontrado resultados","api/v1/consultas/norma/totales","{ ""esReformado"" : false, ""search"" : ""lodep"", ""isCompleteSearch"" : false }"
